city,station,lng,lat
营口市,西炮台,122.1658,40.6789
阜新市,工业园区,121.6178,41.9967
阜新市,长青街,121.6561,42.0186
阜新市,农业园区,121.6972,42.0503
阜新市,东苑,121.6722,42.0228
阜新市,玉龙新城,121.6592,42.0486
辽阳市,宏伟区,123.2,41.1953
辽阳市,新华园,123.15,41.2553
辽阳市,滨河路,123.1761,41.2736
辽阳市,铁西工业园,123.1417,41.2894
盘锦市,开发区,122.0247,41.1556
盘锦市,兴隆台,122.0539,41.0903
盘锦市,新生街道,121.835,41.1042
铁岭市,汇工街西,123.8139,42.3022
铁岭市,水上乐园,123.8831,42.2953
铁岭市,银州路东段,123.8489,42.2864
铁岭市,金沙江路北,123.7153,42.2217
朝阳市,西梁,120.4439,41.5931
朝阳市,河畔小区,120.4486,41.5672
朝阳市,八里堡,120.4247,41.5647
朝阳市,农业园区,120.3939,41.615
葫芦岛市,龙港区,120.9092,40.7136
葫芦岛市,化工街,120.8392,40.7514
葫芦岛市,新区,120.8478,40.715
葫芦岛市,东城区,120.8631,40.7736
重庆市,缙云山,106.379,29.8272
重庆市,天生,106.424,29.8264
重庆市,两路,106.626,29.7228
重庆市,虎溪,106.296,29.5983
重庆市,南坪,106.54,29.5186
重庆市,唐家沱,106.65,29.6219
重庆市,茶园,106.634,29.4892
重庆市,白市驿,106.364,29.4822
重庆市,空港,106.617,29.7125
重庆市,新山村,106.468,29.4892
重庆市,礼嘉,106.562,29.6453
重庆市,蔡家,106.452,29.709
重庆市,鱼新街,106.513,29.389
重庆市,歇台子,106.4959,29.53675
重庆市,龙井湾,106.4042,29.57278
重庆市,龙洲湾,106.5506,29.41569
重庆市,上清寺,106.5469,29.565
西安市,高压开关厂,108.882,34.2749
西安市,兴庆小区,108.993,34.2629
西安市,纺织城,109.06,34.2572
西安市,小寨,108.94,34.2324
西安市,市人民体育场,108.954,34.2713
西安市,高新西区,108.883,34.2303
西安市,经开区,108.935,34.3474
西安市,长安区,108.906,34.1546
西安市,阎良区,109.2,34.6575
西安市,临潼区,109.2186,34.3731
西安市,草滩,108.869,34.378
西安市,曲江文化产业集团,108.985,34.1978
西安市,广运潭,109.043,34.3274
铜川市,党校,109.0656,35.0994
铜川市,王益区政府,109.0697,35.0697
铜川市,新区管委会,108.9344,34.9058
铜川市,新区兰芝公司,108.9589,34.8731
宝鸡市,庙沟村,107.1586,34.3708
宝鸡市,竹园沟,107.0708,34.3017
宝鸡市,三陆医院,107.1906,34.3672
宝鸡市,监测站,107.1431,34.3547
宝鸡市,技工学校,107.1186,34.3739
宝鸡市,陈仓环保局,107.3906,34.3528
宝鸡市,文理学院,107.2058,34.3497
宝鸡市,三迪小学,107.2386,34.3622
咸阳市,气象站(对照点),108.7197,34.3956
咸阳市,中华小区,108.6761,34.3181
咸阳市,师范学院,108.7233,34.3617
咸阳市,两寺渡,108.6594,34.2969
渭南市,农科所,109.5293,34.5101
渭南市,日报社,109.5049,34.5004
渭南市,体育馆,109.4636,34.493
渭南市,高新一小,109.4266,34.5021
延安市,枣园,109.4131,36.6275
延安市,延大医附院,109.4761,36.6028
延安市,市监测站,109.4824,36.5767
延安市,百米大道,109.5056,36.6106
汉中市,汉川机床厂子校,106.9893,33.1842
汉中市,市监测站,107.0154,33.0706
汉中市,鑫源开发区,107.0089,33.1138
汉中市,南郑大河坎水厂,107.007,33.0323
榆林市,红石峡森林公园(对照点),109.7414,38.3344
榆林市,世纪广场,109.7456,38.2911
榆林市,实验中学,109.7289,38.2839
榆林市,环保监测大楼,109.7336,38.2478
安康市,香溪洞,109.0311,32.6778
安康市,安康市监测站,109.0281,32.6939
安康市,汉滨区检察院,109.0072,32.6975
商洛市,监测站,109.9154,33.8715
商洛市,商州区中学,109.9643,33.8471
西宁市,市环境监测站,101.748,36.6428
西宁市,四陆医院,101.834,36.5819
西宁市,第五水厂,101.524,36.6867
西宁市,城北区政府,101.7775,36.6428
海东地区,平安高铁新区,102.0306,36.5067
海北州,海晏县西海镇,100.9048,36.9639
黄南州,同仁县隆务镇,102.0199,35.5102
海南州,共和县恰卜恰镇,100.6188,36.2866
果洛州,玛沁县大武镇,100.2561,34.4714
玉树州,玉树县结古镇,97,33.0014
海西州,德令哈市,97.3731,37.3753
哈尔滨市,岭北(对照点),126.542,45.755
哈尔滨市,松北商大,126.561,45.8167
哈尔滨市,阿城会宁,126.979,45.5422
哈尔滨市,南岗学府路,126.599,45.7222
哈尔滨市,太平宏伟公园,126.689,45.7733
哈尔滨市,道外承德广场,126.635,45.7667
哈尔滨市,香坊红旗大街,126.685,45.7319
哈尔滨市,动力和平路,126.646,45.7258
哈尔滨市,道里建国路,126.593,45.7478
哈尔滨市,平房东轻厂,126.615,45.61
哈尔滨市,呼兰师专,126.6106,45.9819
哈尔滨市,省农科院,126.6206,45.6842
齐齐哈尔市,安居小区,123.9305,47.3636
齐齐哈尔市,中心广场,123.9305,47.3386
齐齐哈尔市,农牧车辆厂,123.9483,47.3227
齐齐哈尔市,富区环保局,123.6261,47.203
齐齐哈尔市,市环境监测站,123.945,47.2988
鸡西市,环保局,130.962,45.2924
鸡西市,自来水公司,130.9817,45.305
鸡西市,白酒厂,131.0103,45.2948
鸡西市,气象局,130.9298,45.2978
鹤岗市,哈啤分公司,130.2659,47.3349
鹤岗市,斯达机电,130.261,47.2753
鹤岗市,东山纸板厂,130.3172,47.3489
鹤岗市,五号水库,130.1097,47.3382
双鸭山市,双合村,131.1638,46.6572
双鸭山市,南小市,131.1651,46.619
双鸭山市,环保局,131.1516,46.6462
双鸭山市,苗圃,131.1572,46.5888
大庆市,大同区,124.8354,46.0347
大庆市,龙凤区,125.112,46.528
大庆市,红岗区,124.8847,46.3991
大庆市,萨尔图区,125.1386,46.5776
大庆市,让胡路区,124.8648,46.6219
伊春市,中心医院,128.8736,47.7222
伊春市,林管局,128.9094,47.7317
伊春市,汤旺河国家公园,129.4942,48.4658
佳木斯市,佳纺,130.2719,46.8025
佳木斯市,发电厂,130.3961,46.8267
佳木斯市,环保局,130.3258,46.7975
佳木斯市,十一中,130.3648,46.8032
佳木斯市,四丰,130.3794,46.7588
七台河市,环保局,131.0032,45.7677
七台河市,新建,130.8625,45.8194
七台河市,葫头沟,130.9467,45.8309
牡丹江市,环保大楼,129.61,44.561
牡丹江市,文化广场,129.6115,44.5782
牡丹江市,第一医院,129.5902,44.5952
牡丹江市,机车工厂,129.6459,44.6104
牡丹江市,第一中学,129.6386,44.5462
黑河市,交通局,127.4961,50.2486
黑河市,党校,127.5044,50.2391
黑河市,地震局,127.4143,50.2538
绥化市,人和东街,126.9934,46.6384
绥化市,党政办公中心,126.9636,46.6527
大兴安岭地区,环保局,124.1186,50.4269
大兴安岭地区,公安局,124.1303,50.4217
